County,Total_Population_County,Total_Population_Medicaid,Male_Total_Medicaid,Male_Under_19_Medicaid,Male_Under_19_With_Medicaid,Male_Under_19_No_Medicaid,Male_19_to_64_Medicaid,Male_19_to_64_With_Medicaid,Male_19_to_64_No_Medicaid,Male_65_and_Over_Medicaid,Male_65_and_Over_With_Medicaid,Male_65_and_Over_No_Medicaid,Female_Total_Medicaid,Female_Under_19_Medicaid,Female_Under_19_With_Medicaid,Female_Under_19_No_Medicaid,Female_19_to_64_Medicaid,Female_19_to_64_With_Medicaid,Female_19_to_64_No_Medicaid,Female_65_and_Over_Medicaid,Female_65_and_Over_With_Medicaid,Female_65_and_Over_No_Medicaid,state,county,Year
"Grand Traverse County, Michigan",96421,95476,46894,9922,2867,7055,27072,4093,22979,9900,914,8986,48582,9332,3218,6114,27304,4598,22706,11946,1459,10487,26,055,2023
"Ingham County, Michigan",284637,283096,137516,31169,9528,21641,87336,13666,73670,19011,2675,16336,145580,31838,10256,21582,90385,16104,74281,23357,3079,20278,26,065,2023
"Ionia County, Michigan",66262,62354,31413,8227,2893,5334,18266,2550,15716,4920,591,4329,30941,7447,2312,5135,17959,4396,13563,5535,911,4624,26,067,2023
"Jackson County, Michigan",159424,152299,75767,18471,8885,9586,43890,8881,35009,13406,1439,11967,76532,16413,7543,8870,43592,12186,31406,16527,1784,14743,26,075,2023
"Kalamazoo County, Michigan",262215,260483,128143,31355,10697,20658,77859,11461,66398,18929,1890,17039,132340,28515,9997,18518,80495,18706,61789,23330,3654,19676,26,077,2023
"Kent County, Michigan",661354,656045,325361,83139,27235,55904,196659,27108,169551,45563,5171,40392,330684,79468,23322,56146,197619,33711,163908,53597,6686,46911,26,081,2023
"Lapeer County, Michigan",88977,87897,44211,9697,3102,6595,25927,4683,21244,8587,943,7644,43686,9422,3551,5871,24981,5124,19857,9283,1016,8267,26,087,2023
"Lenawee County, Michigan",97520,94960,47365,10439,4271,6168,27308,3968,23340,9618,864,8754,47595,10578,3486,7092,26688,5729,20959,10329,1120,9209,26,091,2023
"Livingston County, Michigan",196757,195566,98372,21399,4221,17178,57688,4298,53390,19285,1785,17500,97194,19943,4437,15506,56079,6328,49751,21172,2453,18719,26,093,2023
"Macomb County, Michigan",875101,868416,423151,96082,37951,58131,255101,46034,209067,71968,9893,62075,445265,91639,33432,58207,263563,61738,201825,90063,12224,77839,26,099,2023
"Marquette County, Michigan",66999,65425,33003,6403,3030,3373,19880,3404,16476,6720,604,6116,32422,6384,1976,4408,19469,4456,15013,6569,670,5899,26,103,2023
"Midland County, Michigan",84039,83150,41343,9550,3594,5956,24093,5179,18914,7700,711,6989,41807,8648,2602,6046,24155,5098,19057,9004,778,8226,26,111,2023
"Monroe County, Michigan",155045,153931,76678,17785,7094,10691,43976,6439,37537,14917,1378,13539,77253,16002,5616,10386,44157,9599,34558,17094,2410,14684,26,115,2023
"Montcalm County, Michigan",68154,65793,34725,8104,3646,4458,20551,4043,16508,6070,698,5372,31068,7068,3250,3818,17523,4200,13323,6477,961,5516,26,117,2023
"Muskegon County, Michigan",176564,172217,84480,20932,9711,11221,48444,11071,37373,15104,1556,13548,87737,20060,10817,9243,50628,16825,33803,17049,2014,15035,26,121,2023
"Oakland County, Michigan",1270426,1263275,623867,136514,30824,105690,380436,46752,333684,106917,11326,95591,639408,131788,31717,100071,376472,54869,321603,131148,17468,113680,26,125,2023
"Ottawa County, Michigan",303372,301543,149195,38434,10503,27931,87233,7850,79383,23528,1443,22085,152348,36928,9095,27833,87910,11301,76609,27510,2296,25214,26,139,2023
"Saginaw County, Michigan",187782,184717,88012,20997,9805,11192,49674,11680,37994,17341,1925,15416,96705,21395,11626,9769,54068,17066,37002,21242,2964,18278,26,145,2023
"St. Clair County, Michigan",159874,158751,78810,16285,5339,10946,46676,7810,38866,15849,2110,13739,79941,16981,7456,9525,45510,10320,35190,17450,2412,15038,26,147,2023
"Shiawassee County, Michigan",68025,67559,33292,7367,2337,5030,19932,3878,16054,5993,435,5558,34267,7120,2871,4249,19582,5902,13680,7565,704,6861,26,155,2023
"Van Buren County, Michigan",75798,75404,37459,9339,3730,5609,20644,3766,16878,7476,749,6727,37945,8821,3588,5233,20779,5001,15778,8345,1157,7188,26,159,2023
"Washtenaw County, Michigan",365536,360265,179675,38137,7950,30187,115088,15017,100071,26450,1761,24689,180590,38092,9859,28233,110468,16615,93853,32030,3078,28952,26,161,2023
"Wayne County, Michigan",1751169,1741555,841584,221136,123931,97205,492069,140728,351341,128379,24120,104259,899971,211342,112500,98842,522804,182980,339824,165825,35014,130811,26,163,2023
"Anoka County, Minnesota",372441,369852,183715,45849,15393,30456,110384,14950,95434,27482,1306,26176,186137,46660,18017,28643,108188,21969,86219,31289,2844,28445,27,003,2023
"Blue Earth County, Minnesota",70006,69420,34768,7564,1676,5888,22216,2332,19884,4988,368,4620,34652,8269,1360,6909,20805,2369,18436,5578,538,5040,27,013,2023
"Carver County, Minnesota",111057,110642,55618,15343,2431,12912,32208,2152,30056,8067,223,7844,55024,14153,1971,12182,32346,2980,29366,8525,349,8176,27,019,2023
"Clay County, Minnesota",66258,65652,32362,8226,2074,6152,19549,3118,16431,4587,453,4134,33290,8991,3453,5538,19168,3666,15502,5131,708,4423,27,027,2023
"Crow Wing County, Minnesota",68304,67462,33659,6985,2566,4419,18894,2980,15914,7780,819,6961,33803,7041,2538,4503,18019,3663,14356,8743,656,8087,27,035,2023
"Dakota County, Minnesota",447440,445443,219863,55949,13840,42109,131888,15565,116323,32026,1496,30530,225580,54299,14067,40232,131395,17908,113487,39886,3861,36025,27,037,2023
"Hennepin County, Minnesota",1258713,1248534,620395,145665,44462,101203,384873,48091,336782,89857,8637,81220,628139,140550,40606,99944,379897,59479,320418,107692,11179,96513,27,053,2023
"Olmsted County, Minnesota",164784,162861,78784,20589,4682,15907,45584,5633,39951,12611,652,11959,84077,19753,3345,16408,49279,5608,43671,15045,923,14122,27,109,2023
"Ramsey County, Minnesota",536075,531147,261223,65088,28656,36432,158201,27960,130241,37934,4735,33199,269924,63807,29124,34683,159970,35512,124458,46147,6489,39658,27,123,2023
"Rice County, Minnesota",67948,65324,32086,8699,2300,6399,18364,1849,16515,5023,257,4766,33238,8466,1788,6678,18811,4359,14452,5961,601,5360,27,131,2023
"St. Louis County, Minnesota",200514,198101,99470,20553,8524,12029,58768,9768,49000,20149,1576,18573,98631,19741,7344,12397,56489,11948,44541,22401,2205,20196,27,137,2023
"Scott County, Minnesota",155814,154621,77535,20880,4071,16809,47250,4949,42301,9405,550,8855,77086,20569,3735,16834,45900,5358,40542,10617,1027,9590,27,139,2023
"Sherburne County, Minnesota",102206,100194,50595,14380,3215,11165,30123,2908,27215,6092,593,5499,49599,13586,3331,10255,29379,3631,25748,6634,621,6013,27,141,2023
"Stearns County, Minnesota",160977,160052,81882,21023,9164,11859,48492,7945,40547,12367,1061,11306,78170,20137,6222,13915,44792,7956,36836,13241,1039,12202,27,145,2023
"Washington County, Minnesota",278936,276463,137401,36056,6460,29596,79333,7042,72291,22012,807,21205,139062,33197,5917,27280,80456,11151,69305,25409,2068,23341,27,163,2023
"Wright County, Minnesota",151150,150075,76271,22316,6253,16063,44172,4366,39806,9783,616,9167,73804,20241,3970,16271,42887,6271,36616,10676,605,10071,27,171,2023
"DeSoto County, Mississippi",193247,192166,91705,24420,6697,17723,55549,3308,52241,11736,1652,10084,100461,25498,4972,20526,60755,5523,55232,14208,1735,12473,28,033,2023
"Forrest County, Mississippi",78208,77309,35055,8827,4545,4282,21671,2137,19534,4557,657,3900,42254,10366,3819,6547,25916,4674,21242,5972,2174,3798,28,035,2023
"Harrison County, Mississippi",210612,203108,95798,24983,10980,14003,55015,6160,48855,15800,2298,13502,107310,26323,12155,14168,61596,10900,50696,19391,2551,16840,28,047,2023
"Hinds County, Mississippi",214870,212705,99131,26535,14809,11726,57800,7023,50777,14796,2972,11824,113574,26412,15784,10628,66846,9026,57820,20316,5579,14737,28,049,2023
"Jackson County, Mississippi",146389,144007,69524,17821,5905,11916,40049,3850,36199,11654,2032,9622,74483,17038,7554,9484,43910,5641,38269,13535,1777,11758,28,059,2023
"Jones County, Mississippi",66250,65435,30659,7798,3671,4127,17445,1692,15753,5416,1123,4293,34776,8776,3013,5763,19572,3238,16334,6428,1257,5171,28,067,2023
"Lamar County, Mississippi",66217,65713,31819,8006,3954,4052,19131,1852,17279,4682,748,3934,33894,7277,3095,4182,21002,3229,17773,5615,1263,4352,28,073,2023
"Lauderdale County, Mississippi",70527,67604,32120,8879,4607,4272,17598,2030,15568,5643,1216,4427,35484,8145,4233,3912,20146,4887,15259,7193,1056,6137,28,075,2023
"Lee County, Mississippi",82799,81579,39484,11652,4808,6844,22676,2305,20371,5156,603,4553,42095,9930,3501,6429,24675,2987,21688,7490,1208,6282,28,081,2023
"Madison County, Mississippi",112511,111203,52965,15046,4794,10252,30319,2105,28214,7600,906,6694,58238,13633,3813,9820,35174,2618,32556,9431,1597,7834,28,089,2023
"Rankin County, Mississippi",160417,155300,76146,20051,7259,12792,44449,3999,40450,11646,559,11087,79154,16503,4794,11709,47244,3191,44053,15407,2055,13352,28,121,2023
"Boone County, Missouri",189463,188040,90917,20896,6083,14813,58981,5335,53646,11040,585,10455,97123,20573,6156,14417,62539,8006,54533,14011,907,13104,29,019,2023
"Buchanan County, Missouri",82956,80383,41269,10447,4998,5449,23657,2126,21531,7165,641,6524,39114,8909,3727,5182,22300,5056,17244,7905,1288,6617,29,021,2023
"Cape Girardeau County, Missouri",82984,82059,39794,10301,4827,5474,22696,1055,21641,6797,527,6270,42265,9624,3133,6491,24535,2621,21914,8106,776,7330,29,031,2023
"Cass County, Missouri",111732,110751,54827,14396,4203,10193,31461,1312,30149,8970,278,8692,55924,13187,3740,9447,31652,3361,28291,11085,443,10642,29,037,2023
"Christian County, Missouri",94422,93924,45905,12973,4284,8689,25557,2580,22977,7375,140,7235,48019,12150,5109,7041,27095,4519,22576,8774,803,7971,29,043,2023
"Clay County, Missouri",259772,258536,128726,33874,9460,24414,77137,5035,72102,17715,831,16884,129810,30448,10281,20167,77727,7771,69956,21635,1258,20377,29,047,2023
"Cole County, Missouri",77278,74155,36490,8516,2088,6428,21970,1843,20127,6004,238,5766,37665,8650,2788,5862,21266,2241,19025,7749,788,6961,29,051,2023
"Franklin County, Missouri",106404,105557,52696,12431,3904,8527,30805,2968,27837,9460,530,8930,52861,11501,4811,6690,30473,4529,25944,10887,516,10371,29,071,2023
"Greene County, Missouri",304611,300653,145880,33936,15415,18521,89197,8740,80457,22747,1944,20803,154773,34217,16865,17352,91626,18312,73314,28930,3372,25558,29,077,2023
"Jackson County, Missouri",718560,713741,346538,88223,32153,56070,208005,17564,190441,50310,5883,44427,367203,84552,31164,53388,218629,30895,187734,64022,5660,58362,29,095,2023
"Jasper County, Missouri",125056,124099,61151,16501,7898,8603,36064,5116,30948,8586,820,7766,62948,15129,7398,7731,36568,7390,29178,11251,1732,9519,29,097,2023
"Jefferson County, Missouri",231230,229658,114481,27381,8213,19168,69069,5495,63574,18031,1050,16981,115177,26233,7684,18549,68274,7297,60977,20670,1240,19430,29,099,2023
"Platte County, Missouri",111940,110589,53981,13313,2034,11279,31942,1042,30900,8726,310,8416,56608,13076,1461,11615,33002,2201,30801,10530,322,10208,29,165,2023
"St. Charles County, Missouri",416659,414498,205098,49628,8507,41121,123067,4221,118846,32403,1144,31259,209400,47075,6545,40530,122826,9380,113446,39499,1574,37925,29,183,2023
"St. Francois County, Missouri",67058,62119,31155,7381,3283,4098,18795,2750,16045,4979,411,4568,30964,7258,3987,3271,17735,4571,13164,5971,845,5126,29,187,2023
"St. Louis County, Missouri",987059,976175,466811,117106,33369,83737,268930,21579,247351,80775,4176,76599,509364,110795,27938,82857,291974,33146,258828,106595,6737,99858,29,189,2023
"St. Louis city, Missouri",281754,278442,133841,28363,15459,12904,84871,8890,75981,20607,5107,15500,144601,25601,13135,12466,93950,17888,76062,25050,5768,19282,29,510,2023
"Cascade County, Montana",84900,81072,40332,10624,3638,6986,22055,3757,18298,7653,882,6771,40740,8971,3286,5685,23038,4472,18566,8731,732,7999,30,013,2023
"Flathead County, Montana",113679,112562,55959,12850,4451,8399,31865,4777,27088,11244,465,10779,56603,12295,4711,7584,32242,6436,25806,12066,952,11114,30,029,2023
"Gallatin County, Montana",126409,125745,66768,13372,3579,9793,45082,3589,41493,8314,836,7478,58977,11935,2739,9196,38015,3718,34297,9027,562,8465,30,031,2023
"Lewis and Clark County, Montana",75011,73386,34958,7725,2848,4877,19833,4017,15816,7400,668,6732,38428,8785,2688,6097,21491,4998,16493,8152,465,7687,30,049,2023
"Missoula County, Montana",121849,120861,60422,11879,4317,7562,38762,4056,34706,9781,608,9173,60439,11524,4556,6968,37611,6690,30921,11304,1502,9802,30,063,2023
"Yellowstone County, Montana",170843,168445,83420,20279,7254,13025,48573,6122,42451,14568,1088,13480,85025,19880,6510,13370,48263,10575,37688,16882,1975,14907,30,111,2023
"Douglas County, Nebraska",589540,583404,288434,78683,27817,50866,172431,17499,154932,37320,3905,33415,294970,76389,25884,50505,172436,25670,146766,46145,6924,39221,31,055,2023
"Lancaster County, Nebraska",326716,322343,160997,40344,11528,28816,97389,9305,88084,23264,1689,21575,161346,37623,12197,25426,95819,12460,83359,27904,2287,25617,31,109,2023
"Sarpy County, Nebraska",199886,195881,97866,28305,5575,22730,57771,2796,54975,11790,1059,10731,98015,26613,6249,20364,57521,5100,52421,13881,1436,12445,31,153,2023
"Clark County, Nevada",2336573,2309900,1149002,276740,115688,161052,696410,102374,594036,175852,21441,154411,1160898,260909,106242,154667,698130,131395,566735,201859,31643,170216,32,003,2023
"Washoe County, Nevada",498022,494233,249355,54545,16601,37944,152113,16367,135746,42697,3958,38739,244878,53179,15107,38072,145067,22059,123008,46632,3747,42885,32,031,2023
"Belknap County, New Hampshire",65027,64191,31233,5522,2033,3489,18444,1464,16980,7267,285,6982,32958,6001,2325,3676,18761,2134,16627,8196,433,7763,33,001,2023
"Cheshire County, New Hampshire",77703,77150,38326,7716,2833,4883,22452,1765,20687,8158,366,7792,38824,6959,2108,4851,22639,2052,20587,9226,847,8379,33,005,2023
"Grafton County, New Hampshire",93146,92443,45457,8294,2036,6258,26855,2378,24477,10308,816,9492,46986,7905,2307,5598,27799,3191,24608,11282,757,10525,33,009,2023
"Hillsborough County, New Hampshire",427354,422895,211903,45286,11933,33353,132360,10890,121470,34257,2373,31884,210992,42829,13527,29302,128585,12693,115892,39578,3389,36189,33,011,2023
"Merrimack County, New Hampshire",157103,154735,77492,15453,5189,10264,47965,4735,43230,14074,1075,12999,77243,14725,4787,9938,45965,6509,39456,16553,1461,15092,33,013,2023
"Rockingham County, New Hampshire",320689,318366,157857,32421,6450,25971,94509,6851,87658,30927,1755,29172,160509,29632,4948,24684,96248,7594,88654,34629,1585,33044,33,015,2023
"Strafford County, New Hampshire",133243,131589,64870,13467,5072,8395,41276,4089,37187,10127,614,9513,66719,12750,4787,7963,41764,5941,35823,12205,1044,11161,33,017,2023
"Atlantic County, New Jersey",275213,271028,131212,31825,13458,18367,74347,13491,60856,25040,3087,21953,139816,28698,11576,17122,80597,18684,61913,30521,3523,26998,34,001,2023
"Bergen County, New Jersey",957736,951466,466386,106036,21853,84183,281928,28482,253446,78422,8606,69816,485080,102386,22309,80077,285827,35965,249862,96867,12929,83938,34,003,2023
"Burlington County, New Jersey",469167,456984,221848,52060,13782,38278,131924,16631,115293,37864,2265,35599,235136,49469,11916,37553,137351,18377,118974,48316,4527,43789,34,005,2023
"Camden County, New Jersey",527196,522661,252854,64688,24945,39743,149914,24554,125360,38252,4295,33957,269807,61403,23724,37679,159230,38383,120847,49174,6824,42350,34,007,2023
"Cape May County, New Jersey",94610,93483,45306,7784,2391,5393,24416,2515,21901,13106,737,12369,48177,7866,2437,5429,24773,4020,20753,15538,1657,13881,34,009,2023
"Cumberland County, New Jersey",152326,147316,71434,18441,12044,6397,42382,8714,33668,10611,2772,7839,75882,19798,11999,7799,42833,13562,29271,13251,3649,9602,34,011,2023
"Essex County, New Jersey",851117,839829,404411,108489,43449,65040,244783,38423,206360,51139,6545,44594,435418,103383,44566,58817,261551,64465,197086,70484,17054,53430,34,013,2023
"Gloucester County, New Jersey",308423,307320,151584,36919,11142,25777,91414,11800,79614,23251,1893,21358,155736,33084,8882,24202,93101,14355,78746,29551,3726,25825,34,015,2023
"Hudson County, New Jersey",705472,701752,350702,75059,36095,38964,236463,34103,202360,39180,9518,29662,351050,69655,32350,37305,229488,45464,184024,51907,15184,36723,34,017,2023
"Hunterdon County, New Jersey",130183,128627,63736,12412,1701,10711,38403,2525,35878,12921,577,12344,64891,13447,2390,11057,37131,2333,34798,14313,1365,12948,34,019,2023
"Mercer County, New Jersey",381671,376815,184754,45431,15992,29439,111909,12864,99045,27414,2586,24828,192061,43168,16287,26881,114912,16087,98825,33981,6507,27474,34,021,2023
"Middlesex County, New Jersey",863623,856219,423839,100053,26084,73969,260068,25354,234714,63718,7843,55875,432380,96909,30122,66787,257531,34743,222788,77940,10972,66968,34,023,2023
"Monmouth County, New Jersey",642799,639136,314028,72637,15428,57209,184707,17285,167422,56684,3909,52775,325108,68314,11354,56960,188539,20926,167613,68255,5971,62284,34,025,2023
"Morris County, New Jersey",514423,510853,253807,58419,6933,51486,153264,8078,145186,42124,2678,39446,257046,53772,7728,46044,151860,11338,140522,51414,4073,47341,34,027,2023
"Ocean County, New Jersey",659197,653227,317404,87915,46436,41479,165282,28442,136840,64207,4758,59449,335823,83878,41159,42719,168001,35327,132674,83944,8156,75788,34,029,2023
"Passaic County, New Jersey",513395,510624,250907,64072,32736,31336,150228,29121,121107,36607,6437,30170,259717,62255,32971,29284,151633,44383,107250,45829,10952,34877,34,031,2023
"Salem County, New Jersey",65338,64159,29501,6143,2594,3549,18092,2896,15196,5266,335,4931,34658,8832,3769,5063,19054,3600,15454,6772,540,6232,34,033,2023
"Somerset County, New Jersey",348842,346052,170957,39474,5761,33713,104321,7291,97030,27162,2399,24763,175095,37270,5863,31407,105428,8828,96600,32397,3933,28464,34,035,2023
"Sussex County, New Jersey",146132,145528,73695,15563,4885,10678,44713,4816,39897,13419,1285,12134,71833,14210,3008,11202,43039,5461,37578,14584,922,13662,34,037,2023
"Union County, New Jersey",572726,570595,282109,72825,23770,49055,170744,17650,153094,38540,4811,33729,288486,68725,27154,41571,170535,25771,144764,49226,7235,41991,34,039,2023
"Warren County, New Jersey",111252,110463,55126,11533,3567,7966,33369,3586,29783,10224,1128,9096,55337,11138,3228,7910,32271,4565,27706,11928,971,10957,34,041,2023
"Bernalillo County, New Mexico",671586,663499,325827,73757,41079,32678,196700,43582,153118,55370,8394,46976,337672,68260,36633,31627,199697,60020,139677,69715,11102,58613,35,001,2023
"Doña Ana County, New Mexico",225210,220901,109108,28258,19480,8778,62244,18029,44215,18606,2455,16151,111793,26697,17682,9015,64193,19989,44204,20903,4541,16362,35,013,2023
"Lea County, New Mexico",72101,70688,36085,11146,6437,4709,20902,3925,16977,4037,1034,3003,34603,10544,5674,4870,19544,5821,13723,4515,1015,3500,35,025,2023
"McKinley County, New Mexico",68797,68249,32306,9305,7518,1787,19062,10123,8939,3939,1558,2381,35943,9557,8087,1470,20332,10505,9827,6054,2183,3871,35,031,2023
"Otero County, New Mexico",68835,63055,30430,7149,4017,3132,17708,4790,12918,5573,969,4604,32625,7809,5722,2087,18191,6585,11606,6625,1225,5400,35,035,2023
